Bedrooms,Bathrooms,Size,Type,Price,City,State,perSqFt,Region
2.0,3.0,1112.0,House,230000.0,Omaha,NE,206.83453237410072,MidWest
3.0,3.0,2244.0,House,369000.0,Elkhorn,NE,164.4385026737968,MidWest
3.0,2.0,1652.0,House,214900.0,Omaha,NE,130.08474576271186,MidWest
3.0,2.0,1410.0,House,159900.0,Omaha,NE,113.40425531914893,MidWest
5.0,5.0,4444.0,House,535000.0,Omaha,NE,120.38703870387039,MidWest
4.0,4.0,1946.0,Multifamily,365000.0,Lincoln,NE,187.56423432682425,MidWest
5.0,4.0,3847.0,House,435000.0,Omaha,NE,113.07512347283597,MidWest
3.0,2.0,1784.0,Multifamily,200000.0,Omaha,NE,112.10762331838565,MidWest
3.0,3.0,1566.0,House,227000.0,Omaha,NE,144.9553001277139,MidWest
4.0,1.0,2030.0,House,149900.0,Omaha,NE,73.8423645320197,MidWest
5.0,3.0,2908.0,House,515000.0,Lincoln,NE,177.09766162310868,MidWest
2.0,1.0,816.0,House,100000.0,Omaha,NE,122.54901960784314,MidWest
2.0,1.0,1250.0,House,100000.0,Lincoln,NE,80.0,MidWest
4.0,2.0,1699.0,House,320000.0,Omaha,NE,188.3460859329017,MidWest
3.0,3.0,1584.0,House,189000.0,Omaha,NE,119.31818181818181,MidWest
3.0,1.0,768.0,House,65000.0,Omaha,NE,84.63541666666667,MidWest
2.0,2.0,1209.0,House,135000.0,Omaha,NE,111.66253101736973,MidWest
3.0,2.0,1776.0,Townhouse,252500.0,Lincoln,NE,142.17342342342343,MidWest
4.0,1.0,1788.0,House,168000.0,Omaha,NE,93.95973154362416,MidWest
3.0,3.0,2410.0,House,350000.0,Elkhorn,NE,145.22821576763485,MidWest
4.0,5.0,5851.0,House,729900.0,Omaha,NE,124.74790634079645,MidWest
5.0,5.0,4113.0,House,749900.0,Elkhorn,NE,182.3243374665694,MidWest
5.0,2.0,1791.0,House,114900.0,Lincoln,NE,64.15410385259632,MidWest
4.0,3.0,3399.0,House,400000.0,Omaha,NE,117.68167107972933,MidWest
4.0,3.0,3281.0,House,575000.0,Papillion,NE,175.25144772935082,MidWest
4.0,3.0,3466.0,House,350000.0,Omaha,NE,100.98095787651471,MidWest
3.0,1.0,1231.0,House,139900.0,Omaha,NE,113.64744110479285,MidWest
5.0,2.0,1856.0,House,140000.0,Omaha,NE,75.43103448275862,MidWest
3.0,2.0,2781.0,House,168000.0,Lincoln,NE,60.40992448759439,MidWest
4.0,3.0,2881.0,House,318000.0,Omaha,NE,110.37834085387018,MidWest
2.0,1.0,1235.0,House,140000.0,Omaha,NE,113.36032388663968,MidWest
3.0,3.0,3766.0,House,699900.0,Lincoln,NE,185.8470525756771,MidWest
3.0,1.0,1366.0,House,249500.0,Omaha,NE,182.65007320644216,MidWest
3.0,2.0,1421.0,House,179000.0,Omaha,NE,125.96762843068262,MidWest
4.0,2.0,2276.0,House,175000.0,Omaha,NE,76.88927943760984,MidWest
3.0,2.0,1557.0,House,200000.0,Omaha,NE,128.45215157353886,MidWest
3.0,1.0,1503.0,House,140000.0,Omaha,NE,93.14703925482368,MidWest
3.0,1.0,1077.0,House,59900.0,Omaha,NE,55.61745589600743,MidWest
4.0,4.0,3867.0,House,605500.0,Omaha,NE,156.581329195759,MidWest
2.0,1.0,1296.0,House,87500.0,Omaha,NE,67.51543209876543,MidWest
2.0,1.0,672.0,House,119900.0,Lincoln,NE,178.42261904761904,MidWest
4.0,2.0,1510.0,House,169000.0,Lincoln,NE,111.9205298013245,MidWest
2.0,1.0,768.0,House,87500.0,Omaha,NE,113.93229166666667,MidWest
3.0,2.0,1352.0,Multifamily,140000.0,Omaha,NE,103.55029585798816,MidWest
3.0,2.0,1699.0,House,173000.0,Omaha,NE,101.82460270747498,MidWest
3.0,3.0,1861.0,House,269000.0,Omaha,NE,144.5459430413756,MidWest
3.0,2.0,1024.0,House,159900.0,Lincoln,NE,156.15234375,MidWest
5.0,3.0,3081.0,House,360000.0,Elkhorn,NE,116.84518013631937,MidWest
3.0,4.0,3202.0,House,699995.0,Omaha,NE,218.61180512179888,MidWest
2.0,1.0,840.0,House,95000.0,Omaha,NE,113.0952380952381,MidWest
4.0,4.0,3340.0,House,575900.0,Elkhorn,NE,172.4251497005988,MidWest
5.0,4.0,2752.0,House,515000.0,Omaha,NE,187.13662790697674,MidWest
2.0,1.0,600.0,House,115000.0,Omaha,NE,191.66666666666666,MidWest
2.0,1.0,724.0,Condo,115000.0,Omaha,NE,158.83977900552486,MidWest
4.0,3.0,2397.0,House,299900.0,Lincoln,NE,125.11472674176053,MidWest
3.0,1.0,1368.0,House,92000.0,Omaha,NE,67.25146198830409,MidWest
4.0,4.0,2218.0,House,350000.0,Omaha,NE,157.79981965734896,MidWest
4.0,2.0,1497.0,House,179900.0,Lincoln,NE,120.17368069472278,MidWest
3.0,3.0,1522.0,Condo,345000.0,Omaha,NE,226.6754270696452,MidWest
3.0,3.0,1986.0,House,225000.0,Omaha,NE,113.29305135951661,MidWest
15.0,8.0,7752.0,Multifamily,825000.0,Lincoln,NE,106.42414860681114,MidWest
3.0,2.0,1310.0,House,160000.0,Omaha,NE,122.13740458015268,MidWest
2.0,3.0,2985.0,House,460000.0,Omaha,NE,154.1038525963149,MidWest
3.0,2.0,1486.0,House,195000.0,Omaha,NE,131.22476446837146,MidWest
3.0,3.0,2573.0,House,395000.0,Omaha,NE,153.5172949863972,MidWest
4.0,3.0,1988.0,House,319900.0,Omaha,NE,160.91549295774647,MidWest
4.0,3.0,3794.0,House,525000.0,Lincoln,NE,138.37638376383765,MidWest
3.0,2.0,1664.0,House,194950.0,Omaha,NE,117.15745192307692,MidWest
4.0,4.0,3599.0,House,459900.0,Omaha,NE,127.78549597110309,MidWest
3.0,3.0,2591.0,House,285000.0,Lincoln,NE,109.99614048629873,MidWest
3.0,2.0,1683.0,House,269900.0,Omaha,NE,160.36838978015447,MidWest
4.0,4.0,2825.0,House,329000.0,Omaha,NE,116.46017699115045,MidWest
4.0,4.0,2937.0,House,625000.0,Elkhorn,NE,212.8021790943139,MidWest
2.0,1.0,834.0,House,50000.0,Omaha,NE,59.95203836930455,MidWest
4.0,2.0,1959.0,House,200000.0,Omaha,NE,102.09290454313425,MidWest
5.0,5.0,5996.0,House,875000.0,Omaha,NE,145.93062041360906,MidWest
3.0,2.0,1383.0,House,235000.0,Omaha,NE,169.92046276211136,MidWest
3.0,3.0,1796.0,House,265000.0,Omaha,NE,147.5501113585746,MidWest
4.0,2.0,1642.0,Multifamily,94900.0,Lincoln,NE,57.79537149817296,MidWest
2.0,2.0,1151.0,Condo,205000.0,Omaha,NE,178.1059947871416,MidWest
3.0,1.0,1122.0,House,139947.0,Omaha,NE,124.72994652406418,MidWest
5.0,4.0,5044.0,House,895000.0,Elkhorn,NE,177.43854084060268,MidWest
5.0,5.0,5300.0,House,749000.0,Lincoln,NE,141.32075471698113,MidWest
2.0,1.0,840.0,House,149900.0,Lincoln,NE,178.45238095238096,MidWest
3.0,2.0,1614.0,House,380000.0,Lincoln,NE,235.43990086741016,MidWest
4.0,5.0,4809.0,House,370000.0,Omaha,NE,76.93907257226034,MidWest
2.0,3.0,2827.0,Townhouse,380000.0,Omaha,NE,134.41811107180757,MidWest
3.0,2.0,2193.0,House,395000.0,Omaha,NE,180.1185590515276,MidWest
4.0,3.0,3087.0,House,299900.0,Omaha,NE,97.14933592484613,MidWest
4.0,2.0,1600.0,House,114900.0,Lincoln,NE,71.8125,MidWest
2.0,1.0,982.0,Condo,139900.0,Omaha,NE,142.4643584521385,MidWest
3.0,1.0,1328.0,House,129500.0,Lincoln,NE,97.51506024096386,MidWest
3.0,2.0,1272.0,House,157500.0,Omaha,NE,123.82075471698113,MidWest
3.0,3.0,1310.0,Townhouse,265000.0,Lincoln,NE,202.29007633587787,MidWest
3.0,2.0,1463.0,House,199000.0,Omaha,NE,136.02187286397813,MidWest
4.0,3.0,3630.0,House,520000.0,Elkhorn,NE,143.25068870523415,MidWest
2.0,3.0,1734.0,House,194900.0,Lincoln,NE,112.39907727797001,MidWest
2.0,2.0,1271.0,Condo,162900.0,Omaha,NE,128.16679779701022,MidWest
2.0,1.0,817.0,House,120000.0,Omaha,NE,146.87882496940026,MidWest
3.0,3.0,2668.0,House,469000.0,Omaha,NE,175.78710644677662,MidWest
2.0,1.0,700.0,House,87000.0,Omaha,NE,124.28571428571429,MidWest
4.0,2.0,1680.0,House,203500.0,Omaha,NE,121.13095238095238,MidWest
4.0,3.0,2431.0,House,180000.0,Omaha,NE,74.04360345536816,MidWest
5.0,5.0,3737.0,House,495000.0,Elkhorn,NE,132.45919186513245,MidWest
3.0,3.0,2747.0,House,310000.0,Omaha,NE,112.85038223516564,MidWest
8.0,10.0,6792.0,House,699000.0,Omaha,NE,102.91519434628975,MidWest
7.0,4.0,7144.0,House,785000.0,Lincoln,NE,109.88241881298993,MidWest
3.0,2.0,1030.0,House,165000.0,Omaha,NE,160.19417475728156,MidWest
3.0,1.0,880.0,House,135000.0,Omaha,NE,153.4090909090909,MidWest
4.0,2.0,1967.0,House,240000.0,Omaha,NE,122.01321809862735,MidWest
3.0,2.0,2210.0,House,279000.0,Omaha,NE,126.24434389140272,MidWest
2.0,1.0,696.0,House,110000.0,Omaha,NE,158.04597701149424,MidWest
4.0,4.0,2117.0,House,300000.0,Omaha,NE,141.70996693434105,MidWest
4.0,3.0,3450.0,House,509000.0,Omaha,NE,147.53623188405797,MidWest
2.0,1.0,624.0,House,65000.0,Omaha,NE,104.16666666666667,MidWest
4.0,2.0,1528.0,House,110000.0,Omaha,NE,71.98952879581152,MidWest
5.0,6.0,5694.0,House,748000.0,Omaha,NE,131.36635054443275,MidWest
4.0,3.0,2286.0,House,199500.0,Lincoln,NE,87.27034120734908,MidWest
2.0,3.0,3365.0,House,665000.0,Omaha,NE,197.62258543833582,MidWest
6.0,4.0,2689.0,House,265000.0,Omaha,NE,98.54964670881368,MidWest
2.0,1.0,1074.0,House,70000.0,Omaha,NE,65.17690875232775,MidWest
3.0,2.0,2036.0,House,229000.0,Omaha,NE,112.475442043222,MidWest
3.0,2.0,1131.0,House,40000.0,Omaha,NE,35.36693191865606,MidWest
3.0,2.0,1705.0,House,399990.0,Elkhorn,NE,234.5982404692082,MidWest
3.0,2.0,1599.0,Condo,275000.0,Omaha,NE,171.98248905565978,MidWest
5.0,4.0,3249.0,House,425000.0,Lincoln,NE,130.80947983995077,MidWest
3.0,3.0,1200.0,House,224900.0,Lincoln,NE,187.41666666666666,MidWest
3.0,4.0,2516.0,House,339900.0,Lincoln,NE,135.0953895071542,MidWest
4.0,3.0,4363.0,House,595000.0,Omaha,NE,136.37405454962183,MidWest
4.0,2.0,2787.0,House,180000.0,Omaha,NE,64.58557588805166,MidWest
3.0,3.0,3176.0,House,495000.0,Lincoln,NE,155.85642317380353,MidWest
3.0,2.0,1242.0,House,180000.0,Omaha,NE,144.92753623188406,MidWest
2.0,1.0,936.0,House,65000.0,Omaha,NE,69.44444444444444,MidWest
4.0,3.0,2640.0,House,280000.0,Omaha,NE,106.06060606060606,MidWest
4.0,2.0,1709.0,House,219950.0,Lincoln,NE,128.70099473376243,MidWest
2.0,1.0,952.0,House,125000.0,Lincoln,NE,131.30252100840337,MidWest
4.0,2.0,1620.0,House,279000.0,Omaha,NE,172.22222222222223,MidWest
6.0,5.0,5793.0,House,479900.0,Omaha,NE,82.84136026238563,MidWest
2.0,1.0,1124.0,House,110000.0,Omaha,NE,97.86476868327402,MidWest
3.0,3.0,2202.0,House,255000.0,Omaha,NE,115.80381471389646,MidWest
5.0,4.0,4445.0,House,775000.0,Lincoln,NE,174.35320584926885,MidWest
3.0,2.0,1236.0,House,210000.0,Omaha,NE,169.90291262135923,MidWest
3.0,1.0,912.0,House,155000.0,Omaha,NE,169.9561403508772,MidWest
2.0,1.0,732.0,House,99900.0,Omaha,NE,136.47540983606558,MidWest
4.0,4.0,4243.0,House,720000.0,Omaha,NE,169.69125618666038,MidWest
3.0,2.0,1592.0,House,219900.0,Lincoln,NE,138.1281407035176,MidWest
2.0,2.0,1724.0,House,255000.0,Omaha,NE,147.91183294663574,MidWest
4.0,2.0,1167.0,House,89900.0,Omaha,NE,77.03513281919452,MidWest
3.0,1.0,992.0,House,85000.0,Lincoln,NE,85.68548387096774,MidWest
3.0,2.0,2097.0,House,95000.0,Omaha,NE,45.302813543156894,MidWest
3.0,1.0,768.0,House,95000.0,Omaha,NE,123.69791666666667,MidWest
6.0,3.0,3218.0,House,444900.0,Elkhorn,NE,138.25357364822872,MidWest
4.0,4.0,2914.0,House,355000.0,Omaha,NE,121.82566918325325,MidWest
4.0,4.0,2540.0,House,599900.0,Lincoln,NE,236.1811023622047,MidWest
4.0,3.0,2918.0,House,509900.0,Omaha,NE,174.7429746401645,MidWest
3.0,2.0,1276.0,House,165000.0,Omaha,NE,129.31034482758622,MidWest
2.0,2.0,1453.0,Condo,285000.0,Omaha,NE,196.14590502408808,MidWest
3.0,1.0,1930.0,House,195000.0,Omaha,NE,101.03626943005182,MidWest
5.0,2.0,2178.0,House,238600.0,Lincoln,NE,109.55004591368228,MidWest
4.0,3.0,1923.0,House,250000.0,Omaha,NE,130.00520020800832,MidWest
3.0,3.0,2249.0,House,300000.0,Omaha,NE,133.3926189417519,MidWest
3.0,2.0,1378.0,House,200000.0,Omaha,NE,145.1378809869376,MidWest
4.0,1.0,1814.0,House,159900.0,Omaha,NE,88.14773980154355,MidWest
3.0,1.0,1344.0,Townhouse,149900.0,Trenton,NJ,111.5327380952381,North
9.0,5.0,29997.0,Multifamily,660000.0,Newark,NJ,22.002200220022,North
4.0,4.0,3094.0,House,730000.0,Clifton,NJ,235.9405300581771,North
2.0,2.0,1300.0,Multifamily,99777.0,Camden,NJ,76.75153846153846,North
3.0,1.0,1172.0,Townhouse,82000.0,Trenton,NJ,69.96587030716724,North
4.0,3.0,1633.0,Condo,489000.0,Jersey City,NJ,299.4488671157379,North
4.0,3.0,2594.0,House,849900.0,Cresskill,NJ,327.6407093292213,North
4.0,1.0,1344.0,House,185000.0,Trenton,NJ,137.64880952380952,North
4.0,1.0,1148.0,Multifamily,65000.0,Trenton,NJ,56.62020905923345,North
2.0,2.0,960.0,House,80000.0,Camden,NJ,83.33333333333333,North
3.0,3.0,2050.0,Condo,650000.0,Jersey City,NJ,317.0731707317073,North
4.0,1.0,720.0,Townhouse,90000.0,Trenton,NJ,125.0,North
3.0,3.0,1750.0,Condo,570000.0,Jersey City,NJ,325.7142857142857,North
2.0,2.0,1335.0,Condo,579000.0,Jersey City,NJ,433.70786516853934,North
3.0,1.0,1738.0,House,149900.0,Camden,NJ,86.24856156501725,North
3.0,1.0,1976.0,House,65000.0,Trenton,NJ,32.89473684210526,North
3.0,3.0,1500.0,Condo,779000.0,Jersey City,NJ,519.3333333333334,North
3.0,2.0,1959.0,Multifamily,539999.0,Union City,NJ,275.6503318019398,North
3.0,1.0,1264.0,House,102000.0,Camden,NJ,80.69620253164557,North
3.0,1.0,1020.0,House,84000.0,Camden,NJ,82.3529411764706,North
6.0,6.0,19998.0,Multifamily,679000.0,Elizabeth,NJ,33.953395339533955,North
5.0,4.0,19998.0,Multifamily,489000.0,Elizabeth,NJ,24.45244524452445,North
2.0,2.0,1383.0,Condo,729000.0,Jersey City,NJ,527.1149674620391,North
3.0,2.0,970.0,Condo,495000.0,Union City,NJ,510.30927835051546,North
8.0,5.2,19998.0,Multifamily,575000.0,Elizabeth,NJ,28.752875287528752,North
3.0,1.0,1322.0,House,149900.0,Trenton,NJ,113.38880484114978,North
5.0,2.0,2330.0,House,129900.0,Trenton,NJ,55.75107296137339,North
4.0,2.0,1468.0,House,119000.0,Trenton,NJ,81.06267029972751,North
4.0,1.0,1344.0,Townhouse,65000.0,Trenton,NJ,48.36309523809524,North
3.0,2.0,1846.0,Multifamily,575000.0,Jersey City,NJ,311.4842903575298,North
3.0,2.0,1133.0,Townhouse,99900.0,Camden,NJ,88.1729920564872,North
3.0,1.0,1445.0,House,99900.0,Camden,NJ,69.13494809688581,North
5.0,3.0,2400.0,Multifamily,669000.0,Newark,NJ,278.75,North
3.0,1.0,832.0,Condo,135000.0,Jersey City,NJ,162.2596153846154,North
5.0,4.0,2660.0,House,659000.0,Paterson,NJ,247.74436090225564,North
3.0,2.0,1494.0,Multifamily,84900.0,Camden,NJ,56.82730923694779,North
3.0,1.0,1024.0,Townhouse,64900.0,Camden,NJ,63.37890625,North
5.0,3.0,1360.0,Multifamily,129900.0,Camden,NJ,95.51470588235294,North
3.0,1.0,945.0,Townhouse,54900.0,Camden,NJ,58.095238095238095,North
5.0,1.0,1981.0,House,129900.0,Trenton,NJ,65.57294295810196,North
4.0,2.0,1536.0,Multifamily,99500.0,Camden,NJ,64.77864583333333,North
8.0,5.0,29997.0,Multifamily,739000.0,Elizabeth,NJ,24.635796913024635,North
3.0,1.0,1552.0,Townhouse,119900.0,Camden,NJ,77.25515463917526,North
3.0,2.0,1300.0,Condo,775000.0,Jersey City,NJ,596.1538461538462,North
6.0,5.0,19998.0,Multifamily,679900.0,Elizabeth,NJ,33.998399839983996,North
6.0,4.0,29997.0,Multifamily,600000.0,Elizabeth,NJ,20.002000200020003,North
3.0,1.0,1222.0,House,84900.0,Trenton,NJ,69.47626841243863,North
4.0,2.0,1300.0,Multifamily,104900.0,Trenton,NJ,80.6923076923077,North
2.0,2.0,1170.0,Condo,675000.0,Jersey City,NJ,576.9230769230769,North
3.0,2.0,1000.0,Condo,574000.0,Jersey City,NJ,574.0,North
5.0,2.0,1608.0,Multifamily,119777.0,Camden,NJ,74.488184079602,North
5.0,3.0,2000.0,Multifamily,490000.0,Paterson,NJ,245.0,North
7.0,5.0,1500.0,Multifamily,600000.0,Jersey City,NJ,400.0,North
2.0,2.0,1144.0,Condo,610000.0,Jersey City,NJ,533.2167832167833,North
4.0,3.0,3200.0,Condo,982000.0,Jersey City,NJ,306.875,North
3.0,1.0,1152.0,Townhouse,89911.0,Camden,NJ,78.04774305555556,North
6.0,4.0,29997.0,Multifamily,789900.0,Newark,NJ,26.332633263326333,North
4.0,2.1,1550.0,Multifamily,575000.0,Jersey City,NJ,370.96774193548384,North
7.0,4.0,5362.0,Multifamily,539000.0,Elizabeth,NJ,100.52219321148826,North
4.0,2.0,1600.0,Condo,679000.0,Jersey City,NJ,424.375,North
4.0,2.0,1190.0,House,149900.0,Trenton,NJ,125.96638655462185,North
3.0,1.0,1344.0,Townhouse,127900.0,Trenton,NJ,95.16369047619048,North
6.0,2.1,19998.0,Multifamily,609000.0,Elizabeth,NJ,30.453045304530452,North
4.0,3.0,2600.0,House,679000.0,Clifton,NJ,261.15384615384613,North
3.0,1.0,800.0,Townhouse,75000.0,Camden,NJ,93.75,North
5.0,4.0,3325.0,House,789000.0,Nutley,NJ,237.29323308270676,North
3.0,3.0,1843.0,Condo,730000.0,Union City,NJ,396.093326098752,North
3.0,1.0,2100.0,House,137700.0,Trenton,NJ,65.57142857142857,North
5.0,1.0,1968.0,House,65000.0,Trenton,NJ,33.02845528455285,North
6.0,2.2,39996.0,Multifamily,675000.0,Elizabeth,NJ,16.876687668766877,North
2.0,1.0,968.0,Multifamily,45000.0,Trenton,NJ,46.48760330578512,North
8.0,4.2,4000.0,Multifamily,675000.0,Elizabeth,NJ,168.75,North
4.0,4.0,3240.0,Multifamily,675000.0,Elizabeth,NJ,208.33333333333334,North
2.0,2.0,750.0,Condo,495000.0,Jersey City,NJ,660.0,North
4.0,1.0,1252.0,Multifamily,99900.0,Trenton,NJ,79.7923322683706,North
2.0,2.0,1215.0,Condo,785000.0,Jersey City,NJ,646.0905349794239,North
3.0,1.0,1048.0,Townhouse,67000.0,Camden,NJ,63.93129770992366,North
2.0,1.0,1100.0,Townhouse,65750.0,Camden,NJ,59.77272727272727,North
4.0,5.0,5080.0,House,969000.0,Clifton,NJ,190.748031496063,North
3.0,1.0,1008.0,Townhouse,65000.0,Trenton,NJ,64.48412698412699,North
4.0,3.0,3200.0,Condo,992500.0,Jersey City,NJ,310.15625,North
3.0,2.0,10998.0,Multifamily,497000.0,Clifton,NJ,45.19003455173668,North
4.0,3.0,2595.0,House,495000.0,Moorestown,NJ,190.7514450867052,North
6.0,3.0,2420.0,Multifamily,539900.0,Paterson,NJ,223.099173553719,North
4.0,2.0,1360.0,Multifamily,159900.0,Hamilton,NJ,117.57352941176471,North
3.0,1.0,1070.0,Townhouse,80000.0,Trenton,NJ,74.76635514018692,North
7.0,5.0,2088.0,Multifamily,599999.0,Jersey City,NJ,287.3558429118774,North
3.0,3.0,1351.0,Condo,720000.0,Jersey City,NJ,532.9385640266469,North
3.0,1.0,1344.0,Multifamily,155000.0,Trenton,NJ,115.32738095238095,North
3.0,2.0,1300.0,Condo,598000.0,Jersey City,NJ,460.0,North
5.0,2.0,1111.0,Townhouse,155000.0,Trenton,NJ,139.51395139513951,North
2.0,1.0,1024.0,Townhouse,87000.0,Camden,NJ,84.9609375,North
4.0,3.0,3034.0,House,699900.0,Robbinsville,NJ,230.68556361239288,North
7.0,4.1,2500.0,Multifamily,550000.0,Newark,NJ,220.0,North
2.0,1.0,721.0,House,31250.0,Camden,NJ,43.342579750346744,North
3.0,1.0,1809.0,House,180000.0,Trenton,NJ,99.50248756218906,North
9.0,7.0,3600.0,Multifamily,899000.0,Elizabeth,NJ,249.72222222222223,North
3.0,1.0,1156.0,House,179000.0,Ewing,NJ,154.84429065743944,North
3.0,2.0,1180.0,Townhouse,132000.0,Camden,NJ,111.86440677966101,North
3.0,2.0,1152.0,Townhouse,140000.0,Camden,NJ,121.52777777777777,North
6.0,2.3,19998.0,Multifamily,510000.0,Elizabeth,NJ,25.502550255025504,North
2.0,2.0,857.0,Condo,514995.0,Jersey City,NJ,600.9276546091015,North
2.0,1.0,830.0,Condo,140000.0,Newark,NJ,168.67469879518072,North
6.0,4.0,1644.0,Multifamily,549000.0,Paterson,NJ,333.94160583941607,North
3.0,2.0,1014.0,House,91927.0,Camden,NJ,90.6577909270217,North
3.0,3.0,1229.0,House,749992.0,Jersey City,NJ,610.2457282343369,North
3.0,2.0,1300.0,Condo,599000.0,Jersey City,NJ,460.7692307692308,North
4.0,3.0,1872.0,Multifamily,515000.0,Paterson,NJ,275.1068376068376,North
3.0,1.0,1178.0,House,95000.0,Trenton,NJ,80.64516129032258,North
4.0,1.0,1350.0,House,95000.0,Trenton,NJ,70.37037037037037,North
3.0,2.0,1032.0,Townhouse,164900.0,Ewing,NJ,159.78682170542635,North
3.0,2.0,1400.0,Condo,629999.0,Jersey City,NJ,449.9992857142857,North
3.0,2.0,1615.0,Condo,598000.0,Jersey City,NJ,370.27863777089783,North
3.0,2.0,1488.0,House,515000.0,Jersey City,NJ,346.10215053763443,North
3.0,1.0,924.0,Condo,112770.0,Robbinsville,NJ,122.04545454545455,North
2.0,1.0,836.0,Condo,179999.0,Union City,NJ,215.30980861244018,North
2.0,1.0,833.0,Townhouse,50000.0,Camden,NJ,60.024009603841534,North
2.0,2.0,1200.0,Condo,750000.0,Jersey City,NJ,625.0,North
4.0,2.0,1500.0,Multifamily,90000.0,Trenton,NJ,60.0,North
3.0,2.0,1550.0,Multifamily,506500.0,Jersey City,NJ,326.7741935483871,North
3.0,2.0,1302.0,Multifamily,180000.0,Trenton,NJ,138.24884792626727,North
13.0,7.1,4308.0,Multifamily,747500.0,Newark,NJ,173.51439182915507,North
4.0,1.2,2154.0,Multifamily,559000.0,Elizabeth,NJ,259.5171773444754,North
3.0,1.0,1408.0,House,170000.0,Trenton,NJ,120.73863636363636,North
2.0,2.0,1021.0,Condo,539000.0,Jersey City,NJ,527.9138099902057,North
2.0,1.0,1092.0,Townhouse,55000.0,Camden,NJ,50.366300366300365,North
3.0,3.0,2250.0,Multifamily,899000.0,Jersey City,NJ,399.55555555555554,North
7.0,3.0,2000.0,Multifamily,500000.0,Jersey City,NJ,250.0,North
3.0,3.0,1760.0,Condo,699000.0,Jersey City,NJ,397.15909090909093,North
2.0,2.0,900.0,Condo,559000.0,Jersey City,NJ,621.1111111111111,North
4.0,3.0,2165.0,Condo,899000.0,Jersey City,NJ,415.24249422632795,North
6.0,5.0,2548.0,Multifamily,509000.0,Newark,NJ,199.76452119309263,North
3.0,2.0,1440.0,Townhouse,70000.0,Camden,NJ,48.611111111111114,North
7.0,3.0,1780.0,Multifamily,699900.0,Union City,NJ,393.2022471910112,North
3.0,2.0,1375.0,Condo,595000.0,Union City,NJ,432.72727272727275,North
8.0,4.0,2444.0,House,180000.0,Trenton,NJ,73.64975450081833,North
3.0,2.0,1528.0,Multifamily,90000.0,Trenton,NJ,58.90052356020942,North
9.0,5.0,3214.0,Multifamily,549000.0,Newark,NJ,170.81518357187306,North
11.0,5.0,19998.0,Multifamily,555000.0,Elizabethport,NJ,27.752775277527753,North
2.0,1.0,839.0,Condo,155000.0,Jersey City,NJ,184.74374255065555,North
2.0,2.0,1404.0,Condo,899000.0,Jersey City,NJ,640.3133903133903,North
2.0,1.0,807.0,Condo,509000.0,Jersey City,NJ,630.7311028500619,North
6.0,5.0,3400.0,Multifamily,699000.0,Elizabeth,NJ,205.58823529411765,North
2.0,1.0,825.0,Condo,180000.0,Elizabeth,NJ,218.1818181818182,North
3.0,1.0,1092.0,Townhouse,110000.0,Trenton,NJ,100.73260073260073,North
3.0,2.0,1224.0,Townhouse,139900.0,Trenton,NJ,114.29738562091504,North
2.0,1.0,591.0,Condo,160000.0,Union City,NJ,270.72758037225043,North
2.0,2.0,1067.0,Condo,625000.0,Jersey City,NJ,585.7544517338332,North
3.0,1.0,1140.0,Townhouse,29900.0,Camden,NJ,26.228070175438596,North
4.0,4.0,2266.0,House,625000.0,Passaic,NJ,275.8164165931156,North
3.0,3.0,1800.0,Condo,749000.0,Jersey City,NJ,416.1111111111111,North
2.0,1.0,918.0,Multifamily,79000.0,Trenton,NJ,86.05664488017429,North
3.0,1.0,1040.0,Apartment,94900.0,Trenton,NJ,91.25,North
12.0,10.0,644.0,Townhouse,79000.0,Camden,NJ,122.67080745341615,North
5.0,4.0,4751.0,House,749900.0,Trenton,NJ,157.8404546411282,North
3.0,3.0,1915.0,Condo,749000.0,Jersey City,NJ,391.12271540469976,North
3.0,3.0,2568.0,Townhouse,160000.0,Camden,NJ,62.30529595015577,North
4.0,2.5,2000.0,Condo,879000.0,Jersey City,NJ,439.5,North
5.0,1.0,1470.0,Multifamily,92777.0,Trenton,NJ,63.11360544217687,North
6.0,4.0,1934.0,Multifamily,549900.0,Clifton,NJ,284.3329886246122,North
9.0,5.0,3031.0,Multifamily,749000.0,Jersey City,NJ,247.11316397228637,North
8.0,3.1,2197.0,Multifamily,525000.0,Paterson,NJ,238.96222121074192,North
9.0,5.1,4180.0,Multifamily,879000.0,Newark,NJ,210.28708133971293,North
3.0,2.0,1200.0,Condo,749000.0,Jersey City,NJ,624.1666666666666,North
4.0,3.0,2460.0,House,525000.0,Clifton,NJ,213.41463414634146,North
9.0,3.0,3453.0,Multifamily,549900.0,Paterson,NJ,159.25282363162466,North
2.0,2.0,1306.0,Condo,710000.0,Jersey City,NJ,543.64471669219,North
8.0,3.0,2510.0,Multifamily,525000.0,Paterson,NJ,209.16334661354583,North
4.0,3.0,1946.0,Condo,825000.0,Jersey City,NJ,423.9465570400822,North
3.0,1.0,1225.0,Townhouse,94500.0,Trenton,NJ,77.14285714285714,North
10.0,4.0,1700.0,Multifamily,549999.0,Paterson,NJ,323.52882352941174,North
3.0,1.0,1076.0,Multifamily,123000.0,Trenton,NJ,114.31226765799256,North
10.0,4.1,3680.0,Multifamily,875000.0,Paterson,NJ,237.77173913043478,North
6.0,5.0,3000.0,Multifamily,715000.0,Elizabeth,NJ,238.33333333333334,North
